
========================================================================
                       optimization routine : 8
                     set of starting values : 1
========================================================================
theta2 starting values:
   -2.586421   -0.616377    0.227579   -0.715240   -0.990075   -0.381565    0.358318    0.611703    0.734786    0.618955   -1.817857   -1.368475    0.484120


Iter     f-count          f(x)      MeshSize     Method
  130     2053         44.351      0.003906     Refine Mesh
  131     2060        44.3504      0.003906     Successful Search
  132     2075        44.3113      0.003906     Successful Search
  133     2115        44.3113     0.0009766     Refine Mesh
  134     2144        44.2089      0.003906     Successful Poll
  135     2148        44.1392      0.003906     Successful Search
  136     2187        44.1392     0.0009766     Refine Mesh
  137     2193        44.1288     0.0009766     Successful Search
  138     2210        44.1258      0.003906     Successful Poll
  139     2240        44.0658       0.01563     Successful Poll
  140     2280        44.0658      0.003906     Refine Mesh
  141     2320        44.0658     0.0009766     Refine Mesh
  142     2331        44.0596     0.0009766     Successful Search
  143     2337        44.0521     0.0009766     Successful Search
  144     2357        44.0487      0.003906     Successful Poll
  145     2380        44.0411       0.01563     Successful Poll
  146     2388        44.0237       0.01563     Successful Search
  147     2428        44.0237      0.003906     Refine Mesh
  148     2439        44.0209      0.003906     Successful Search
  149     2443        43.9518      0.003906     Successful Search
  150     2483        43.9518     0.0009766     Refine Mesh

Iter     f-count        f(x)       MeshSize      Method
  151     2485        43.9401     0.0009766     Successful Search
  152     2487        43.9371     0.0009766     Successful Search
  153     2491         43.937     0.0009766     Successful Search
  154     2505        43.8021     0.0009766     Successful Search
  155     2521        43.7521      0.003906     Successful Poll
  156     2538        43.7444       0.01563     Successful Poll
  157     2545        43.7266       0.01563     Successful Search
  158     2553        43.7145       0.01563     Successful Search
  159     2557        43.6993       0.01563     Successful Search
  160     2597        43.6993      0.003906     Refine Mesh
  161     2636        43.6993     0.0009766     Refine Mesh
  162     2651        43.6847     0.0009766     Successful Search
  163     2653        43.6841     0.0009766     Successful Search
  164     2664        43.6649     0.0009766     Successful Search
  165     2698        43.6624      0.003906     Successful Poll
  166     2738        43.6624     0.0009766     Refine Mesh
  167     2772        43.6553      0.003906     Successful Poll
  168     2812        43.6553     0.0009766     Refine Mesh
  169     2824        43.6275     0.0009766     Successful Search
  170     2855        43.6033      0.003906     Successful Poll
  171     2895        43.6033     0.0009766     Refine Mesh
  172     2912          43.59      0.003906     Successful Poll
  173     2929         43.574       0.01563     Successful Poll
  174     2963        43.5554        0.0625     Successful Poll
  175     2970        43.5531        0.0625     Successful Search
  176     2977        43.5509        0.0625     Successful Search
  177     2985        43.5507        0.0625     Successful Search
  178     3025        43.5193          0.25     Successful Poll
  179     3045         43.518             1     Successful Poll
  180     3065        43.5145             1     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
  181     3097        43.5111             1     Successful Poll
  182     3114        43.4642             1     Successful Poll
  183     3154        43.4642          0.25     Refine Mesh
  184     3194        43.4642        0.0625     Refine Mesh
  185     3233        43.4642       0.01563     Refine Mesh
  186     3271        43.1123        0.0625     Successful Poll
  187     3311        43.1123       0.01563     Refine Mesh
  188     3331        43.1113        0.0625     Successful Poll
  189     3371        43.1113       0.01563     Refine Mesh
  190     3388        43.0881        0.0625     Successful Poll
  191     3428        43.0881       0.01563     Refine Mesh
  192     3448         43.087        0.0625     Successful Poll
  193     3488         43.087       0.01563     Refine Mesh
  194     3528         43.087      0.003906     Refine Mesh
  195     3547        43.0484       0.01563     Successful Poll
  196     3554        43.0259       0.01563     Successful Search
  197     3594        43.0259      0.003906     Refine Mesh
  198     3605        43.0056      0.003906     Successful Search
  199     3641        42.9275       0.01563     Successful Poll
  200     3649         42.924       0.01563     Successful Search
  201     3689         42.924      0.003906     Refine Mesh
  202     3697        42.9105      0.003906     Successful Search
  203     3700         42.862      0.003906     Successful Search
  204     3740         42.862     0.0009766     Refine Mesh
  205     3770        42.8552      0.003906     Successful Poll
  206     3774        42.8185      0.003906     Successful Search
  207     3786        42.7471      0.003906     Successful Search
  208     3807        42.6973       0.01563     Successful Poll
  209     3837        42.6859        0.0625     Successful Poll
  210     3867        42.6637          0.25     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
  211     3887        42.6589             1     Successful Poll
  212     3916        42.6248             1     Successful Poll
  213     3946        42.5962             1     Successful Poll
  214     3963        42.5658             1     Successful Poll
  215     4000        42.5658          0.25     Refine Mesh
Maximum number of function evaluations exceeded: increase options.MaxFunEvals.

Obj. function:	     42.5658

theta1:	  -36.262392   -2.254265    0.511325   -0.437672   -1.133515    2.631781    0.379529   -0.546069   -0.950225    0.003982   -0.139280    0.202494   -2.502384   -0.184895    0.290630    0.765328    1.743658   -0.765175   -1.017128   -0.092758    1.152378    1.348434   -1.284513   -0.222821    0.053667

theta2	    0.296423    0.448420   -0.028372    0.075438    0.004079    2.278463   -0.092872    1.864899    0.681040    2.080782   -0.024966   -2.771105    2.539304

gradient-analytical
         1413.1762
          -55.2074
         2496.3867
         -139.3271
          179.4658
            0.8056
         1888.7386
          -23.9780
           22.5306
          115.9185
          940.4357
         -231.4847
            2.2118

gradient-numerical I
           -4.4947
           -0.9450
            3.0782
            0.8432
          -15.5000
           -0.2259
           -0.0072
            0.0607
           -0.4777
           -0.1965
           -2.7601
            2.1523
           -1.0113

gradient-numerical II
            4.6109
           -0.9450
            3.0782
            0.8432
          -15.4998
           -0.2259
           -0.0072
            0.0607
           -0.4777
           -0.1965
           -2.7601
            2.1523
           -1.0113

hessian eigenvalues-numerical I
            0.0007
            0.0033
            0.9709
            2.5017
            7.1804
           13.4536
           33.2566
           52.7322
           98.5523
          259.3618
         3427.0238
         5846.8357
        12875.8005

hessian eigenvalues-numerical II
           -5.5080
           -2.5198
           -0.4735
            0.7513
            4.8981
           11.3664
           24.7073
           39.0277
           70.9150
          229.6033
         3250.6884
         5645.6486
        12423.3689

========================================================================
                       optimization routine : 8
                     set of starting values :13
========================================================================
theta2 starting values:
    0.557738   -1.448433   -0.443654    0.671406    0.243918   -0.632931   -1.043203   -1.115005    1.944294    0.980564    0.137490    0.600297    0.170839


Iter     f-count          f(x)      MeshSize     Method
    0        1        10746.1             1      
    1        4        8001.97             1     Successful Search
    2        7        989.194             1     Successful Search
    3       11        939.585             1     Successful Search
    4       15        930.415             1     Successful Search
    5       34        805.689             1     Successful Poll
    6       37        730.946             1     Successful Search
    7       43        646.075             1     Successful Search
    8       53        635.267             1     Successful Search
    9       60        569.955             1     Successful Search
   10       71        479.548             1     Successful Search
   11       83        390.034             1     Successful Search
   12       93        353.996             1     Successful Search
   13      127        335.824             1     Successful Poll
   14      134        283.312             1     Successful Search
   15      140        247.961             1     Successful Search
   16      166        229.759             1     Successful Poll
   17      193        229.645             1     Successful Poll
   18      208        142.905             1     Successful Poll
   19      229         131.54             1     Successful Poll
   20      237         128.75             1     Successful Search
   21      245        126.983             1     Successful Search
   22      249        119.567             1     Successful Search
   23      263        103.893             1     Successful Search
   24      271        102.439             1     Successful Search
   25      279         101.91             1     Successful Search
   26      312        100.568             1     Successful Poll
   27      351        100.568          0.25     Refine Mesh
   28      355        98.2443          0.25     Successful Search
   29      359        94.4955          0.25     Successful Search
   30      365        89.8974          0.25     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   31      369        89.4786          0.25     Successful Search
   32      409        89.4786        0.0625     Refine Mesh
   33      411        72.8169        0.0625     Successful Search
   34      414         71.609        0.0625     Successful Search
   35      453        69.5195          0.25     Successful Poll
   36      460        50.5663          0.25     Successful Search
   37      500        50.5663        0.0625     Refine Mesh
   38      506        50.0754        0.0625     Successful Search
   39      521        42.9871        0.0625     Successful Search
   40      529        42.9756        0.0625     Successful Search
   41      568        42.9756       0.01563     Refine Mesh
   42      570        38.1458       0.01563     Successful Search
   43      598        37.9697        0.0625     Successful Poll
   44      605        37.3797        0.0625     Successful Search
   45      615        36.3014        0.0625     Successful Search
   46      630        36.2125        0.0625     Successful Search
   47      670        36.1898          0.25     Successful Poll
   48      710        36.1898        0.0625     Refine Mesh
   49      750        36.1898       0.01563     Refine Mesh
   50      752        35.0458       0.01563     Successful Search
   51      759        32.1161       0.01563     Successful Search
   52      775        31.3688        0.0625     Successful Poll
   53      783        31.1579        0.0625     Successful Search
   54      823        31.1579       0.01563     Refine Mesh
   55      825        29.8142       0.01563     Successful Search
   56      838        29.7963       0.01563     Successful Search
   57      842        29.7159       0.01563     Successful Search
   58      848        28.7515       0.01563     Successful Search
   59      868        27.3061        0.0625     Successful Poll
   60      904         26.955          0.25     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
   61      918        26.7577          0.25     Successful Search
   62      933        26.5742          0.25     Successful Search
   63      972        26.5742        0.0625     Refine Mesh
   64      980        26.0213        0.0625     Successful Search
   65     1007        25.8525          0.25     Successful Poll
   66     1022        25.7993          0.25     Successful Search
   67     1062        25.7993        0.0625     Refine Mesh
   68     1088        25.7833          0.25     Successful Poll
   69     1128        25.7833        0.0625     Refine Mesh
   70     1136        25.7484        0.0625     Successful Search
   71     1140        25.2185        0.0625     Successful Search
   72     1155        24.5427        0.0625     Successful Search
   73     1176        23.8188          0.25     Successful Poll
   74     1193        23.7922             1     Successful Poll
   75     1208        23.5748             1     Successful Search
   76     1248        23.5748          0.25     Refine Mesh
   77     1287        23.5748        0.0625     Refine Mesh
   78     1319        23.3419          0.25     Successful Poll
   79     1357        23.3419        0.0625     Refine Mesh
   80     1397        23.3419       0.01563     Refine Mesh
   81     1399        22.5208       0.01563     Successful Search
   82     1413         22.443       0.01563     Successful Search
   83     1420        22.2099       0.01563     Successful Search
   84     1434        22.1912       0.01563     Successful Search
   85     1440        21.8849       0.01563     Successful Search
   86     1448        21.8026       0.01563     Successful Search
   87     1458        21.7597       0.01563     Successful Search
   88     1466        21.7461       0.01563     Successful Search
   89     1479        21.4393       0.01563     Successful Search
   90     1519        21.4393      0.003906     Refine Mesh

Iter     f-count        f(x)       MeshSize      Method
   91     1549        21.4109       0.01563     Successful Poll
   92     1570         21.387        0.0625     Successful Poll
   93     1610         21.387       0.01563     Refine Mesh
   94     1624        20.8985       0.01563     Successful Search
   95     1638        20.6595       0.01563     Successful Search
   96     1658        20.6464        0.0625     Successful Poll
   97     1698        20.6464       0.01563     Refine Mesh
   98     1737        20.6464      0.003906     Refine Mesh
   99     1739        20.4989      0.003906     Successful Search
  100     1759        20.4439       0.01563     Successful Poll
  101     1791        20.3787        0.0625     Successful Poll
  102     1830        20.3787       0.01563     Refine Mesh
  103     1845        20.3387       0.01563     Successful Search
  104     1879        20.3072        0.0625     Successful Poll
  105     1912        20.3019          0.25     Successful Poll
  106     1940        20.0944             1     Successful Poll
  107     1979        20.0944          0.25     Refine Mesh
  108     1994        19.9107          0.25     Successful Search
  109     2028        19.8967             1     Successful Poll
  110     2068        19.8967          0.25     Refine Mesh
  111     2108        19.8967        0.0625     Refine Mesh
  112     2148        19.8967       0.01563     Refine Mesh
  113     2188        19.8967      0.003906     Refine Mesh
  114     2195        19.8876      0.003906     Successful Search
  115     2198        19.8678      0.003906     Successful Search
  116     2202        19.7833      0.003906     Successful Search
  117     2217        19.7096      0.003906     Successful Search
  118     2219         19.599      0.003906     Successful Search
  119     2226        19.4632      0.003906     Successful Search
  120     2228         19.434      0.003906     Successful Search

Iter     f-count        f(x)       MeshSize      Method
  121     2255        19.3972       0.01563     Successful Poll
  122     2261        19.3959       0.01563     Successful Search
  123     2280         19.354        0.0625     Successful Poll
  124     2308        19.3279          0.25     Successful Poll
  125     2316        19.2671          0.25     Successful Search
  126     2356        19.2671        0.0625     Refine Mesh
  127     2364        19.2576        0.0625     Successful Search
  128     2404        19.2576       0.01563     Refine Mesh
  129     2444        19.2576      0.003906     Refine Mesh
  130     2465        19.2569       0.01563     Successful Poll
  131     2473        19.2355       0.01563     Successful Search
  132     2513        19.2355      0.003906     Refine Mesh
  133     2528        19.2123      0.003906     Successful Search
  134     2532        19.1977      0.003906     Successful Search
  135     2534        19.1443      0.003906     Successful Search
  136     2575        19.1266       0.01563     Successful Poll
  137     2616        19.0378        0.0625     Successful Poll
  138     2656        19.0378       0.01563     Refine Mesh
  139     2696        19.0378      0.003906     Refine Mesh
  140     2736        19.0378     0.0009766     Refine Mesh
  141     2748        19.0374     0.0009766     Successful Search
  142     2752        19.0297     0.0009766     Successful Search
  143     2779        18.9871      0.003906     Successful Poll
  144     2813        18.9739       0.01563     Successful Poll
  145     2853        18.9739      0.003906     Refine Mesh
  146     2870        18.9457       0.01563     Successful Poll
  147     2890        18.9038        0.0625     Successful Poll
  148     2930        18.9038       0.01563     Refine Mesh
  149     2971        18.8489        0.0625     Successful Poll
  150     3004        18.8434          0.25     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
  151     3044        18.8434        0.0625     Refine Mesh
  152     3085        18.8277          0.25     Successful Poll
  153     3113        18.6337             1     Successful Poll
  154     3153        18.6337          0.25     Refine Mesh
  155     3193        18.6337        0.0625     Refine Mesh
  156     3233        18.6337       0.01563     Refine Mesh
  157     3241        18.6269       0.01563     Successful Search
  158     3281        18.6269      0.003906     Refine Mesh
  159     3321        18.6269     0.0009766     Refine Mesh
  160     3327        18.6261     0.0009766     Successful Search
  161     3348        18.6144      0.003906     Successful Poll
  162     3388        18.6144     0.0009766     Refine Mesh
  163     3418        18.6022      0.003906     Successful Poll
  164     3425        18.5857      0.003906     Successful Search
  165     3440        18.5623      0.003906     Successful Search
  166     3480        18.5623     0.0009766     Refine Mesh
  167     3482        18.5621     0.0009766     Successful Search
  168     3488        18.5619     0.0009766     Successful Search
  169     3508        18.5446      0.003906     Successful Poll
  170     3542        18.5218       0.01563     Successful Poll
  171     3569        18.5063        0.0625     Successful Poll
  172     3609        18.5063       0.01563     Refine Mesh
  173     3649        18.5063      0.003906     Refine Mesh
  174     3657        18.4964      0.003906     Successful Search
  175     3678        18.4749       0.01563     Successful Poll
  176     3712        18.4723        0.0625     Successful Poll
  177     3752        18.4723       0.01563     Refine Mesh
  178     3792        18.4723      0.003906     Refine Mesh
  179     3832        18.4723     0.0009766     Refine Mesh
  180     3836         18.466     0.0009766     Successful Search

Iter     f-count        f(x)       MeshSize      Method
  181     3876         18.466     0.0002441     Refine Mesh
  182     3878        18.4649     0.0002441     Successful Search
  183     3881        18.4469     0.0002441     Successful Search
  184     3883        18.4468     0.0002441     Successful Search
  185     3891        18.4336     0.0002441     Successful Search
  186     3893        18.4215     0.0002441     Successful Search
  187     3908         18.416     0.0002441     Successful Search
  188     3924        18.4073     0.0009766     Successful Poll
  189     3958        18.4072      0.003906     Successful Poll
  190     3973        18.3789      0.003906     Successful Search
  191     3992        18.3765       0.01563     Successful Poll
  192     4000        18.3765      0.003906     Refine Mesh
Maximum number of function evaluations exceeded: increase options.MaxFunEvals.

Obj. function:	     18.3765

theta1:	  -31.559312   -3.524037    0.710699   -1.402511   -1.691293    2.306525    0.114334   -1.529268   -1.467676   -0.278940   -0.834939   -0.040298   -3.485227   -1.125547    0.055331    0.460371    1.911489   -1.051351   -1.571848    0.207480    0.771147    1.019751   -1.675015   -0.397562   -0.652939

theta2	    0.335570    1.948540   -0.005177    0.024922    3.276450    3.824710   -0.186513    1.453355   -0.100140    0.681004    0.027871   -1.289718    2.464235

gradient-analytical
           85.3980
           -2.1499
          848.5362
           18.5719
          -29.4686
           -3.8533
         -442.7219
            1.5997
          -69.2495
           25.6323
          164.0081
           25.3173
           -1.8639

gradient-numerical I
           25.8264
           -0.1182
           -6.0025
            0.7549
           -0.9699
            0.0332
            9.2943
            0.5260
            1.3463
           -0.4660
           -5.4740
            1.0793
           -0.6359

gradient-numerical II
            0.7941
           -0.1182
           -6.0024
            0.7549
           -0.9699
            0.0332
            9.2943
            0.5260
            1.3463
           -0.4660
           -5.4740
            1.0793
           -0.6359

hessian eigenvalues-numerical I
            0.0001
            0.0575
            1.9413
            2.8085
            3.9422
           17.6456
           50.0760
           68.6272
          117.0476
          199.3834
         6346.3075
         9337.8349
        16661.9639

hessian eigenvalues-numerical II
           -3.0900
           -2.1202
           -1.3884
           -0.1847
            3.4248
           15.3302
           36.8845
           48.9799
           72.4379
          118.6705
         5700.7416
         8919.9661
        15887.8708

========================================================================
                       optimization routine : 8
                     set of starting values :14
========================================================================
theta2 starting values:
    1.092558    1.702393    0.051339   -0.963917   -0.746689   -0.568430    0.332865    1.039584    2.226931   -0.034742   -0.721849    0.290182   -0.753345


Iter     f-count          f(x)      MeshSize     Method
    0        1        4709.09             1      
    1        4        4529.96             1     Successful Search
    2        9        4410.65             1     Successful Search
    3       18        3856.86             1     Successful Search
    4       28        2296.98             1     Successful Search
    5       31        2229.65             1     Successful Search
    6       49        2004.59             1     Successful Poll
    7       58        1383.09             1     Successful Search
    8       72        1348.89             1     Successful Search
    9       79        1045.69             1     Successful Search
   10       86        945.641             1     Successful Search
   11       91        933.619             1     Successful Search
   12       94        926.601             1     Successful Search
   13      122        922.758             1     Successful Poll
   14      139         915.55             1     Successful Poll
   15      147        892.068             1     Successful Search
   16      151        885.864             1     Successful Search
   17      159        872.491             1     Successful Search
   18      176        869.381             1     Successful Poll
   19      183        835.996             1     Successful Search
   20      194        584.576             1     Successful Search
   21      198        554.073             1     Successful Search
   22      201         512.26             1     Successful Search
   23      209        510.924             1     Successful Search
   24      217        510.816             1     Successful Search
   25      238        501.275             1     Successful Poll
   26      244        281.029             1     Successful Search
   27      284        281.029          0.25     Refine Mesh
   28      286        270.936          0.25     Successful Search
   29      290        139.929          0.25     Successful Search
   30      298        130.253          0.25     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   31      318        127.791             1     Successful Poll
   32      339        127.364             1     Successful Poll
   33      349        126.142             1     Successful Search
   34      388        126.142          0.25     Refine Mesh
   35      413         125.01             1     Successful Poll
   36      447        123.976             1     Successful Poll
   37      487        123.976          0.25     Refine Mesh
   38      491        122.428          0.25     Successful Search
   39      530        122.428        0.0625     Refine Mesh
   40      548        120.827          0.25     Successful Poll
   41      560        118.312          0.25     Successful Search
   42      575        115.588          0.25     Successful Search
   43      597        87.1639             1     Successful Poll
   44      628        75.7034             1     Successful Poll
   45      636        61.1803             1     Successful Search
   46      676        61.1803          0.25     Refine Mesh
   47      701        60.4191             1     Successful Poll
   48      741        60.4191          0.25     Refine Mesh
   49      753        59.1675          0.25     Successful Search
   50      793        59.1675        0.0625     Refine Mesh
   51      823        55.6704          0.25     Successful Poll
   52      833        54.4622          0.25     Successful Search
   53      873        54.4622        0.0625     Refine Mesh
   54      880        53.0453        0.0625     Successful Search
   55      903        52.7286          0.25     Successful Poll
   56      917        52.0057          0.25     Successful Search
   57      955        50.3481             1     Successful Poll
   58      995        50.3481          0.25     Refine Mesh
   59     1009        49.7566          0.25     Successful Search
   60     1049        49.7566        0.0625     Refine Mesh

Iter     f-count        f(x)       MeshSize      Method
   61     1070        49.5905          0.25     Successful Poll
   62     1110        49.5905        0.0625     Refine Mesh
   63     1139        46.3084          0.25     Successful Poll
   64     1159        44.5475             1     Successful Poll
   65     1167         43.998             1     Successful Search
   66     1179        43.0824             1     Successful Search
   67     1219        43.0824          0.25     Refine Mesh
   68     1233        41.4681          0.25     Successful Search
   69     1239        39.7936          0.25     Successful Search
   70     1253        39.0166          0.25     Successful Search
   71     1292        39.0166        0.0625     Refine Mesh
   72     1298        37.8229        0.0625     Successful Search
   73     1330        37.2235          0.25     Successful Poll
   74     1362         36.525             1     Successful Poll
   75     1370        35.5496             1     Successful Search
   76     1398         35.446             1     Successful Poll
   77     1435        34.3048             1     Successful Poll
   78     1475        34.1189             1     Successful Poll
   79     1515        34.1189          0.25     Refine Mesh
   80     1554        34.1189        0.0625     Refine Mesh
   81     1563        33.3888        0.0625     Successful Search
   82     1567        29.1188        0.0625     Successful Search
   83     1574         28.764        0.0625     Successful Search
   84     1613         28.764       0.01563     Refine Mesh
   85     1619        27.2988       0.01563     Successful Search
   86     1622        27.2885       0.01563     Successful Search
   87     1627        27.2388       0.01563     Successful Search
   88     1646        26.8947        0.0625     Successful Poll
   89     1674        26.7833          0.25     Successful Poll
   90     1689        26.7658          0.25     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   91     1703        26.2271          0.25     Successful Search
   92     1732        25.8891             1     Successful Poll
   93     1773        25.7695             1     Successful Poll
   94     1812        25.7695          0.25     Refine Mesh
   95     1852        25.7695        0.0625     Refine Mesh
   96     1869         25.665          0.25     Successful Poll
   97     1890        23.4369             1     Successful Poll
   98     1929        23.4369          0.25     Refine Mesh
   99     1967        23.0242             1     Successful Poll
  100     1979        21.7997             1     Successful Search
  101     2019        21.7997          0.25     Refine Mesh
  102     2053        20.8091             1     Successful Poll
  103     2093        20.8091          0.25     Refine Mesh
  104     2133        20.6746             1     Successful Poll
  105     2158        20.3979             1     Successful Poll
  106     2197        20.3979          0.25     Refine Mesh
  107     2236        20.3979        0.0625     Refine Mesh
  108     2276        20.3979       0.01563     Refine Mesh
  109     2316        20.1937        0.0625     Successful Poll
  110     2356        20.1937       0.01563     Refine Mesh
  111     2396        20.1937      0.003906     Refine Mesh
  112     2400        20.1671      0.003906     Successful Search
  113     2405        20.1632      0.003906     Successful Search
  114     2410        20.1603      0.003906     Successful Search
  115     2427        20.0043       0.01563     Successful Poll
  116     2441        19.8658       0.01563     Successful Search
  117     2468         19.777        0.0625     Successful Poll
  118     2483        19.7428        0.0625     Successful Search
  119     2523        19.7428       0.01563     Refine Mesh
  120     2563        19.7222        0.0625     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
  121     2603        19.7222       0.01563     Refine Mesh
  122     2633        19.6661        0.0625     Successful Poll
  123     2658        19.3691          0.25     Successful Poll
  124     2698        19.3691        0.0625     Refine Mesh
  125     2713        19.3676        0.0625     Successful Search
  126     2753        19.3676       0.01563     Refine Mesh
  127     2793        19.3676      0.003906     Refine Mesh
  128     2810        19.3415       0.01563     Successful Poll
  129     2848        19.1597        0.0625     Successful Poll
  130     2873        18.9756          0.25     Successful Poll
  131     2914        18.9289             1     Successful Poll
  132     2953        18.9289          0.25     Refine Mesh
  133     2993        18.9289        0.0625     Refine Mesh
  134     3001        18.9242        0.0625     Successful Search
  135     3041        18.9242       0.01563     Refine Mesh
  136     3081         18.877        0.0625     Successful Poll
  137     3121         18.877       0.01563     Refine Mesh
  138     3161         18.877      0.003906     Refine Mesh
  139     3168        18.7773      0.003906     Successful Search
  140     3174        18.6012      0.003906     Successful Search
  141     3199        18.5369       0.01563     Successful Poll
  142     3207        18.5302       0.01563     Successful Search
  143     3247        18.5302      0.003906     Refine Mesh
  144     3251        18.5293      0.003906     Successful Search
  145     3291        18.5293     0.0009766     Refine Mesh
  146     3293        18.5193     0.0009766     Successful Search
  147     3315        18.4612      0.003906     Successful Poll
  148     3355        18.4612     0.0009766     Refine Mesh
  149     3367         18.396     0.0009766     Successful Search
  150     3375        18.3933     0.0009766     Successful Search

Iter     f-count        f(x)       MeshSize      Method
  151     3395        18.2909      0.003906     Successful Poll
  152     3403        18.2718      0.003906     Successful Search
  153     3443        18.2718     0.0009766     Refine Mesh
  154     3451        18.2683     0.0009766     Successful Search
  155     3456        18.2659     0.0009766     Successful Search
  156     3496        18.2659     0.0002441     Refine Mesh
  157     3500        18.2514     0.0002441     Successful Search
  158     3508        18.2406     0.0002441     Successful Search
  159     3511        18.2142     0.0002441     Successful Search
  160     3528        18.2015     0.0009766     Successful Poll
  161     3535        18.1934     0.0009766     Successful Search
  162     3537        18.1931     0.0009766     Successful Search
  163     3541        18.1862     0.0009766     Successful Search
  164     3571        18.1757      0.003906     Successful Poll
  165     3611        18.1757     0.0009766     Refine Mesh
  166     3632        18.1635      0.003906     Successful Poll
  167     3642        18.1375      0.003906     Successful Search
  168     3657        18.1235      0.003906     Successful Search
  169     3664         18.066      0.003906     Successful Search
  170     3676        18.0167      0.003906     Successful Search
  171     3716        18.0167     0.0009766     Refine Mesh
  172     3720        18.0077     0.0009766     Successful Search
  173     3728        17.9618     0.0009766     Successful Search
  174     3752        17.9437      0.003906     Successful Poll
  175     3773         17.941       0.01563     Successful Poll
  176     3813         17.941      0.003906     Refine Mesh
  177     3853         17.941     0.0009766     Refine Mesh
  178     3856        17.8385     0.0009766     Successful Search
  179     3862        17.7904     0.0009766     Successful Search
  180     3881          17.76      0.003906     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
  181     3902        17.7435       0.01563     Successful Poll
  182     3927        17.6483        0.0625     Successful Poll
  183     3968        17.6403          0.25     Successful Poll
  184     4000        17.6403        0.0625     Refine Mesh
Maximum number of function evaluations exceeded: increase options.MaxFunEvals.

Obj. function:	     17.6403

theta1:	  -31.951783   -3.125207    0.846226   -1.083475   -1.514899    2.490682    0.286290   -1.219594   -1.300145   -0.103580   -0.651242    0.113194   -3.149857   -0.836504    0.217874    0.637460    2.007200   -0.892064   -1.401921    0.319922    0.932671    1.214491   -1.516499   -0.253199   -0.477857

theta2	    0.340604    1.981690   -0.000678    0.046825    2.969375   -9.502390   -0.175069    1.185092    0.773806    0.757288    0.026198   -0.953897   10.015210

gradient-analytical
           -6.8413
            8.1476
         -337.6485
            2.6704
          -50.5743
           -9.5758
         -201.2712
            3.1264
         -177.6093
           22.2150
          317.1498
           33.3170
            1.8694

gradient-numerical I
           52.0354
            0.1696
           44.1877
            0.2466
           -1.4652
            0.0806
           12.3243
            0.7622
            2.6490
           -2.5932
          -18.5827
            3.0660
           -0.0059

gradient-numerical II
            1.2516
            0.1696
           44.1887
            0.2466
           -1.4652
            0.0806
           12.3243
            0.7622
            2.6490
           -2.5932
          -18.5827
            3.0660
           -0.0059

hessian eigenvalues-numerical I
           -0.7889
            0.0996
            2.1898
            3.7369
            5.7756
           21.1011
           55.3295
           71.5558
          129.2811
          212.5201
         7789.2860
        10762.9351
        17896.4066

hessian eigenvalues-numerical II
          -10.7777
           -1.4452
           -0.1126
            0.0544
            1.7837
           13.4406
           43.4102
           49.9879
           84.0965
          201.3274
         7158.1610
        10357.0399
        17115.7078

========================================================================
                       optimization routine : 8
                     set of starting values :15
========================================================================
theta2 starting values:
    2.000574   -0.495340   -0.424115    2.171590   -0.377619    1.109214   -0.866333   -0.021266    0.532480   -0.576324   -1.104967    0.128478    1.463835


Iter     f-count          f(x)      MeshSize     Method
    0        1        52939.9             1      
    1        4        26292.1             1     Successful Search
    2        7        3517.73             1     Successful Search
    3       11        3515.34             1     Successful Search
    4       18         3472.5             1     Successful Search
    5       26        3454.52             1     Successful Search
    6       29        3106.41             1     Successful Search
    7       35        1418.93             1     Successful Search
    8       41        1244.87             1     Successful Search
    9       62        1119.92             1     Successful Poll
   10       68        735.463             1     Successful Search
   11       96        718.521             1     Successful Poll
   12      108        707.366             1     Successful Search
   13      125        698.729             1     Successful Poll
   14      136        468.145             1     Successful Search
   15      156        461.498             1     Successful Poll
   16      163          461.4             1     Successful Search
   17      193        355.226             1     Successful Poll
   18      205        332.716             1     Successful Search
   19      221        305.229             1     Successful Poll
   20      261        305.229          0.25     Refine Mesh
   21      266        280.547          0.25     Successful Search
   22      272        270.325          0.25     Successful Search
   23      284        241.087          0.25     Successful Search
   24      298        220.441          0.25     Successful Search
   25      338        220.441        0.0625     Refine Mesh
   26      340        188.907        0.0625     Successful Search
   27      374        185.314          0.25     Successful Poll
   28      395        170.915             1     Successful Poll
   29      403        166.626             1     Successful Search
   30      418        154.855             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   31      443            148             1     Successful Poll
   32      447        146.769             1     Successful Search
   33      455          139.4             1     Successful Search
   34      463        136.655             1     Successful Search
   35      471        132.343             1     Successful Search
   36      510        132.343          0.25     Refine Mesh
   37      525        131.864          0.25     Successful Search
   38      533        128.787          0.25     Successful Search
   39      548        128.233          0.25     Successful Search
   40      588        128.233        0.0625     Refine Mesh
   41      594        119.167        0.0625     Successful Search
