
========================================================================
                       optimization routine : 2
                     set of starting values : 1
========================================================================
theta2 starting values:
   -2.586421   -0.616377    0.227579   -0.715240   -0.990075   -0.381565    0.358318    0.611703    0.734786    0.618955   -1.817857   -1.368475    0.484120
 
 Iteration   Func-count     min f(x)         Procedure
  2518         3343          53.2034         reflect
  2519         3345          51.6714         expand
  2520         3346          51.6714         reflect
  2521         3347          51.6714         reflect
  2522         3348          51.6714         reflect
  2523         3349          51.6714         reflect
  2524         3350          51.6714         reflect
  2525         3351          51.6714         reflect
  2526         3353          51.6714         contract outside
  2527         3354          51.6714         reflect
  2528         3355          51.6714         reflect
  2529         3356          51.6714         reflect
  2530         3357          51.6714         reflect
  2531         3359          51.4248         reflect
  2532         3361          51.2216         reflect
  2533         3362          51.2216         reflect
  2534         3363          51.2216         reflect
  2535         3364          51.2216         reflect
  2536         3365          51.2216         reflect
  2537         3366          51.2216         reflect
  2538         3367          51.2216         reflect
  2539         3369           51.056         reflect
  2540         3370           51.056         reflect
  2541         3371           51.056         reflect
  2542         3372           51.056         reflect
  2543         3373           51.056         reflect
  2544         3375          50.1452         expand
  2545         3376          50.1452         reflect
  2546         3377          50.1452         reflect
  2547         3379          50.1452         contract outside
  2548         3380          50.1452         reflect
  2549         3381          50.1452         reflect
  2550         3382          50.1452         reflect
  2551         3383          50.1452         reflect
  2552         3384          50.1452         reflect
  2553         3386          49.8011         reflect
  2554         3387          49.8011         reflect
  2555         3388          49.8011         reflect
  2556         3389          49.8011         reflect
  2557         3390          49.8011         reflect
  2558         3391          49.8011         reflect
  2559         3392          49.8011         reflect
  2560         3393          49.8011         reflect
  2561         3395          49.8011         contract inside
  2562         3396          49.8011         reflect
  2563         3398          49.6442         reflect
  2564         3400          49.1306         reflect
  2565         3401          49.1306         reflect
  2566         3402          49.1306         reflect
  2567         3403          49.1306         reflect
  2568         3405          49.1306         contract inside
  2569         3406          49.1306         reflect
  2570         3407          49.1306         reflect
  2571         3409          48.9511         reflect
  2572         3410          48.9511         reflect
  2573         3412          48.9511         contract inside
  2574         3414          48.6659         expand
  2575         3415          48.6659         reflect
  2576         3416          48.6659         reflect
  2577         3417          48.6659         reflect
  2578         3419          48.6147         reflect
  2579         3420          48.6147         reflect
  2580         3421          48.6147         reflect
  2581         3422          48.6147         reflect
  2582         3423          48.6147         reflect
  2583         3424          48.6147         reflect
  2584         3426          48.4583         reflect
  2585         3427          48.4583         reflect
  2586         3428          48.4583         reflect
  2587         3430          47.7792         expand
  2588         3432          47.7792         contract inside
  2589         3433          47.7792         reflect
  2590         3435          47.7792         contract inside
  2591         3436          47.7792         reflect
  2592         3437          47.7792         reflect
  2593         3438          47.7792         reflect
  2594         3439          47.7792         reflect
  2595         3440          47.7792         reflect
  2596         3441          47.7792         reflect
  2597         3442          47.7792         reflect
  2598         3443          47.7792         reflect
  2599         3445           47.534         reflect
  2600         3446           47.534         reflect
  2601         3448          47.4612         reflect
  2602         3449          47.4612         reflect
  2603         3450          47.4612         reflect
  2604         3451          47.4612         reflect
  2605         3453          47.3252         reflect
  2606         3454          47.3252         reflect
  2607         3456          47.3252         contract inside
  2608         3458          47.1288         reflect
  2609         3459          47.1288         reflect
  2610         3460          47.1288         reflect
  2611         3462          47.1288         contract inside
  2612         3463          47.1288         reflect
  2613         3464          47.1288         reflect
  2614         3465          47.1288         reflect
  2615         3466          47.1288         reflect
  2616         3467          47.1288         reflect
  2617         3469          47.1288         contract inside
  2618         3470          47.1288         reflect
  2619         3472          47.1288         contract inside
  2620         3473          47.1288         reflect
  2621         3475          47.0231         reflect
  2622         3476          47.0231         reflect
  2623         3477          47.0231         reflect
  2624         3478          47.0231         reflect
  2625         3479          47.0231         reflect
  2626         3481          46.8758         expand
  2627         3483          46.8758         contract outside
  2628         3485           46.857         reflect
  2629         3486           46.857         reflect
  2630         3488           46.857         contract outside
  2631         3490          46.7627         reflect
  2632         3491          46.7627         reflect
  2633         3492          46.7627         reflect
  2634         3493          46.7627         reflect
  2635         3494          46.7627         reflect
  2636         3496          46.6385         reflect
  2637         3497          46.6385         reflect
  2638         3498          46.6385         reflect
  2639         3499          46.6385         reflect
  2640         3500          46.6385         reflect
  2641         3501          46.6385         reflect
  2642         3502          46.6385         reflect
  2643         3504          46.6385         contract inside
  2644         3505          46.6385         reflect
  2645         3506          46.6385         reflect
  2646         3508          46.6385         contract inside
  2647         3509          46.6385         reflect
  2648         3510          46.6385         reflect
  2649         3512          46.5783         reflect
  2650         3514          46.5783         contract inside
  2651         3515          46.5783         reflect
  2652         3517          46.5783         contract inside
  2653         3518          46.5783         reflect
  2654         3519          46.5783         reflect
  2655         3520          46.5783         reflect
  2656         3521          46.5783         reflect
  2657         3522          46.5783         reflect
  2658         3524          46.5783         contract inside
  2659         3526          46.5547         reflect
  2660         3528          46.5547         contract inside
  2661         3529          46.5547         reflect
  2662         3531          46.5547         contract outside
  2663         3533          46.5547         contract inside
  2664         3534          46.5547         reflect
  2665         3535          46.5547         reflect
  2666         3537          46.5472         reflect
  2667         3539          46.5472         contract inside
  2668         3540          46.5472         reflect
  2669         3541          46.5472         reflect
  2670         3543          46.5438         contract outside
  2671         3545          46.4641         reflect
  2672         3546          46.4641         reflect
  2673         3548          46.4641         contract inside
  2674         3549          46.4641         reflect
  2675         3550          46.4641         reflect
  2676         3552          46.4641         contract inside
  2677         3553          46.4641         reflect
  2678         3554          46.4641         reflect
  2679         3555          46.4641         reflect
  2680         3556          46.4641         reflect
  2681         3558          46.4641         contract inside
  2682         3560          46.4641         contract inside
  2683         3562          46.4641         contract inside
  2684         3563          46.4641         reflect
  2685         3564          46.4641         reflect
  2686         3565          46.4641         reflect
  2687         3567          46.4594         reflect
  2688         3568          46.4594         reflect
  2689         3569          46.4594         reflect
  2690         3571          46.4594         contract inside
  2691         3573          46.4594         contract inside
  2692         3574          46.4594         reflect
  2693         3575          46.4594         reflect
  2694         3576          46.4594         reflect
  2695         3578          46.4594         contract inside
  2696         3579          46.4594         reflect
  2697         3581          46.4441         reflect
  2698         3583          46.4441         contract outside
  2699         3584          46.4441         reflect
  2700         3585          46.4441         reflect
  2701         3586          46.4441         reflect
  2702         3587          46.4441         reflect
  2703         3589           46.418         expand
  2704         3590           46.418         reflect
  2705         3591           46.418         reflect
  2706         3593           46.418         contract inside
  2707         3594           46.418         reflect
  2708         3595           46.418         reflect
  2709         3596           46.418         reflect
  2710         3597           46.418         reflect
  2711         3599          46.3809         expand
  2712         3600          46.3809         reflect
  2713         3601          46.3809         reflect
  2714         3602          46.3809         reflect
  2715         3603          46.3809         reflect
  2716         3604          46.3809         reflect
  2717         3605          46.3809         reflect
  2718         3606          46.3809         reflect
  2719         3608           46.378         reflect
  2720         3609           46.378         reflect
  2721         3610           46.378         reflect
  2722         3612          46.3636         reflect
  2723         3613          46.3636         reflect
  2724         3614          46.3636         reflect
  2725         3615          46.3636         reflect
  2726         3616          46.3636         reflect
  2727         3618          46.3416         reflect
  2728         3619          46.3416         reflect
  2729         3620          46.3416         reflect
  2730         3622          46.3352         reflect
  2731         3623          46.3352         reflect
  2732         3624          46.3352         reflect
  2733         3625          46.3352         reflect
  2734         3627          46.3352         contract outside
  2735         3628          46.3352         reflect
  2736         3629          46.3352         reflect
  2737         3630          46.3352         reflect
  2738         3631          46.3352         reflect
  2739         3633           46.323         reflect
  2740         3634           46.323         reflect
  2741         3635           46.323         reflect
  2742         3636           46.323         reflect
  2743         3638           46.323         contract inside
  2744         3639           46.323         reflect
  2745         3640           46.323         reflect
  2746         3641           46.323         reflect
  2747         3643          46.2984         reflect
  2748         3644          46.2984         reflect
  2749         3645          46.2984         reflect
  2750         3646          46.2984         reflect
  2751         3647          46.2984         reflect
  2752         3648          46.2984         reflect
  2753         3649          46.2984         reflect
  2754         3650          46.2984         reflect
  2755         3651          46.2984         reflect
  2756         3653          46.2909         reflect
  2757         3654          46.2909         reflect
  2758         3656          46.2887         reflect
  2759         3657          46.2887         reflect
  2760         3658          46.2887         reflect
  2761         3659          46.2887         reflect
  2762         3661          46.2693         reflect
  2763         3662          46.2693         reflect
  2764         3663          46.2693         reflect
  2765         3664          46.2693         reflect
  2766         3665          46.2693         reflect
  2767         3666          46.2693         reflect
  2768         3667          46.2693         reflect
  2769         3668          46.2693         reflect
  2770         3669          46.2693         reflect
  2771         3670          46.2693         reflect
  2772         3672          46.2693         contract inside
  2773         3674          46.2672         reflect
  2774         3675          46.2672         reflect
  2775         3677          46.2672         contract inside
  2776         3679          46.2672         contract inside
  2777         3681          46.2561         reflect
  2778         3682          46.2561         reflect
  2779         3683          46.2561         reflect
  2780         3684          46.2561         reflect
  2781         3685          46.2561         reflect
  2782         3687          46.2561         contract inside
  2783         3688          46.2561         reflect
  2784         3689          46.2561         reflect
  2785         3690          46.2561         reflect
  2786         3691          46.2561         reflect
  2787         3693          46.2561         contract inside
  2788         3694          46.2561         reflect
  2789         3696          46.2561         contract inside
  2790         3698          46.2561         contract inside
  2791         3699          46.2561         reflect
  2792         3701          46.2546         reflect
  2793         3703          46.2523         reflect
  2794         3704          46.2523         reflect
  2795         3706          46.2428         reflect
  2796         3708          46.2428         contract inside
  2797         3709          46.2428         reflect
  2798         3710          46.2428         reflect
  2799         3712          46.2377         reflect
  2800         3713          46.2377         reflect
  2801         3715          46.2314         expand
  2802         3716          46.2314         reflect
  2803         3718          46.2314         contract inside
  2804         3719          46.2314         reflect
  2805         3720          46.2314         reflect
  2806         3722          46.2314         contract inside
  2807         3723          46.2314         reflect
  2808         3724          46.2314         reflect
  2809         3726          46.2245         expand
  2810         3727          46.2245         reflect
  2811         3728          46.2245         reflect
  2812         3729          46.2245         reflect
  2813         3731           46.224         reflect
  2814         3732           46.224         reflect
  2815         3734          46.2173         expand
  2816         3735          46.2173         reflect
  2817         3736          46.2173         reflect
  2818         3738          46.2128         reflect
  2819         3740          46.2128         contract inside
  2820         3741          46.2128         reflect
  2821         3742          46.2128         reflect
  2822         3743          46.2128         reflect
  2823         3744          46.2128         reflect
  2824         3745          46.2128         reflect
  2825         3746          46.2128         reflect
  2826         3747          46.2128         reflect
  2827         3748          46.2128         reflect
  2828         3750          46.2128         contract inside
  2829         3751          46.2128         reflect
  2830         3753          46.2128         contract inside
  2831         3755          46.2123         reflect
  2832         3757          46.2123         contract inside
  2833         3758          46.2123         reflect
  2834         3760          46.2095         reflect
  2835         3762          46.2095         contract inside
  2836         3763          46.2095         reflect
  2837         3764          46.2095         reflect
  2838         3766          46.2095         contract outside
  2839         3767          46.2095         reflect
  2840         3769          46.2093         reflect
  2841         3771          46.2093         contract inside
  2842         3773          46.2093         contract inside
  2843         3774          46.2093         reflect
  2844         3775          46.2093         reflect
  2845         3776          46.2093         reflect
  2846         3777          46.2093         reflect
  2847         3779          46.2093         contract inside
  2848         3780          46.2093         reflect
  2849         3782          46.2093         contract inside
  2850         3783          46.2093         reflect
  2851         3785          46.2091         contract inside
  2852         3787          46.2091         contract outside
  2853         3789          46.2091         contract inside
  2854         3791           46.209         reflect
  2855         3792           46.209         reflect
  2856         3793           46.209         reflect
  2857         3795          46.2089         reflect
  2858         3797          46.2077         contract inside
  2859         3798          46.2077         reflect
  2860         3800          46.2077         contract outside
  2861         3802          46.2075         contract inside
  2862         3804          46.2075         contract inside
  2863         3806          46.2066         reflect
  2864         3808          46.2066         contract inside
  2865         3810          46.2066         contract inside
  2866         3811          46.2066         reflect
  2867         3812          46.2066         reflect
  2868         3813          46.2066         reflect
  2869         3814          46.2066         reflect
  2870         3815          46.2066         reflect
  2871         3817          46.2066         contract inside
  2872         3818          46.2066         reflect
  2873         3820          46.2066         contract inside
  2874         3822          46.2066         contract inside
  2875         3823          46.2066         reflect
  2876         3825          46.2066         contract inside
  2877         3827          46.2066         contract inside
  2878         3829          46.2066         contract inside
  2879         3831          46.2066         contract inside
  2880         3833          46.2065         reflect
  2881         3834          46.2065         reflect
  2882         3835          46.2065         reflect
  2883         3836          46.2065         reflect
  2884         3838          46.2065         contract outside
  2885         3839          46.2065         reflect
  2886         3840          46.2065         reflect
  2887         3841          46.2065         reflect
  2888         3842          46.2065         reflect
  2889         3844          46.2061         reflect
  2890         3846          46.2061         contract inside
  2891         3847          46.2061         reflect
  2892         3849          46.2061         contract inside
  2893         3850          46.2061         reflect
  2894         3852          46.2061         contract inside
  2895         3854          46.2061         contract inside
  2896         3855          46.2061         reflect
  2897         3856          46.2061         reflect
  2898         3858          46.2061         contract inside
  2899         3859          46.2061         reflect
  2900         3861          46.2061         contract inside
  2901         3863          46.2061         contract inside
  2902         3865          46.2061         contract inside
  2903         3867          46.2061         contract inside
  2904         3868          46.2061         reflect
  2905         3870          46.2061         contract inside
  2906         3871          46.2061         reflect
  2907         3873          46.2061         contract inside
  2908         3875          46.2061         contract inside
  2909         3877          46.2061         reflect
  2910         3879          46.2061         contract inside
  2911         3880          46.2061         reflect
  2912         3882          46.2061         contract outside
  2913         3884           46.206         contract inside
  2914         3885           46.206         reflect
  2915         3886           46.206         reflect
  2916         3888           46.206         reflect
  2917         3889           46.206         reflect
  2918         3891           46.206         reflect
  2919         3892           46.206         reflect
  2920         3893           46.206         reflect
  2921         3895           46.206         reflect
  2922         3897           46.206         contract inside
  2923         3898           46.206         reflect
  2924         3899           46.206         reflect
  2925         3900           46.206         reflect
  2926         3902           46.206         contract inside
  2927         3904           46.206         contract inside
  2928         3905           46.206         reflect
  2929         3906           46.206         reflect
  2930         3907           46.206         reflect
  2931         3908           46.206         reflect
  2932         3910           46.206         contract inside
  2933         3911           46.206         reflect
  2934         3913          46.2059         contract inside
  2935         3914          46.2059         reflect
  2936         3916          46.2058         reflect
  2937         3918          46.2058         contract inside
  2938         3920          46.2058         contract inside
  2939         3921          46.2058         reflect
  2940         3923          46.2058         contract inside
  2941         3924          46.2058         reflect
  2942         3925          46.2058         reflect
  2943         3926          46.2058         reflect
  2944         3928          46.2058         contract inside
  2945         3929          46.2058         reflect
  2946         3930          46.2058         reflect
  2947         3931          46.2058         reflect
  2948         3933          46.2058         contract inside
  2949         3935          46.2058         contract inside
  2950         3936          46.2058         reflect
  2951         3937          46.2058         reflect
  2952         3938          46.2058         reflect
  2953         3940          46.2058         contract inside
  2954         3942          46.2058         contract inside
  2955         3943          46.2058         reflect
  2956         3945          46.2058         contract outside
  2957         3947          46.2058         contract inside
  2958         3948          46.2058         reflect
  2959         3949          46.2058         reflect
  2960         3950          46.2058         reflect
  2961         3951          46.2058         reflect
  2962         3952          46.2058         reflect
  2963         3953          46.2058         reflect
  2964         3955          46.2058         contract outside
  2965         3956          46.2058         reflect
  2966         3958          46.2058         reflect
  2967         3959          46.2058         reflect
  2968         3961          46.2058         contract outside
  2969         3962          46.2058         reflect
  2970         3964          46.2058         reflect
  2971         3966          46.2058         contract inside
  2972         3967          46.2058         reflect
  2973         3968          46.2058         reflect
  2974         3970          46.2058         contract inside
  2975         3971          46.2058         reflect
  2976         3973          46.2058         reflect
  2977         3975          46.2058         reflect
  2978         3977          46.2058         contract outside
  2979         3978          46.2058         reflect
  2980         3979          46.2058         reflect
  2981         3980          46.2058         reflect
  2982         3981          46.2058         reflect
  2983         3982          46.2058         reflect
  2984         3984          46.2058         contract inside
  2985         3985          46.2058         reflect
  2986         3986          46.2058         reflect
  2987         3988          46.2058         contract inside
  2988         3989          46.2058         reflect
  2989         3990          46.2058         reflect
  2990         3992          46.2058         contract inside
  2991         3993          46.2058         reflect
  2992         3995          46.2058         reflect
  2993         3997          46.2058         contract inside
  2994         3998          46.2058         reflect
  2995         4000          46.2058         contract outside
 
Exiting: Maximum number of function evaluations has been exceeded
         - increase MaxFunEvals option.
         Current function value: 46.205826 


Obj. function:	     46.2058
theta1:	  -35.980672   -2.484318    0.314858   -0.633038   -1.450294    2.293980    0.011483   -0.742416   -1.275242   -0.362843   -0.475923   -0.136203   -2.708496   -0.371770   -0.072610    0.410539    1.654123   -1.098948   -1.346969   -0.308110    0.826015    0.985414   -1.599505   -0.573525   -0.301714
theta2	    0.203870   -0.038485   -0.038857    0.084439   -0.000025   -4.005467   -0.103034    2.081078    0.974571    2.529034   -0.022131   -3.621317   -1.019822

gradient-analytical
            0.2612
           -0.8514
           -0.9013
           -0.3825
          -14.7959
           -0.2182
           -0.2587
           -0.6914
           -0.3781
           -0.0625
            0.1314
            0.2660
           -0.7883

gradient-numerical I
            0.2612
           -0.8514
           -0.9011
           -0.3825
          -14.8817
           -0.2182
           -0.2575
           -0.6914
           -0.3778
           -0.0625
            0.1315
            0.2660
           -0.7883

gradient-numerical II
            0.2612
           -0.8514
           -0.9013
           -0.3825
          -14.7959
           -0.2182
           -0.2587
           -0.6914
           -0.3781
           -0.0625
            0.1314
            0.2660
           -0.7883

hessian eigenvalues-numerical I
          -85.2463
           -0.0062
            2.0548
            4.4056
           12.2530
           31.6107
           54.8465
           81.0676
          103.2655
          265.4865
         2802.7751
         5441.5734
        12712.4265

hessian eigenvalues-numerical II
          -10.4852
           -2.1564
           -0.1191
            0.9268
            6.0407
           12.6540
           23.3976
           38.5367
           65.8158
          197.0022
         2716.0203
         5207.8584
        12184.7498

========================================================================
                       optimization routine : 2
                     set of starting values :13
========================================================================
theta2 starting values:
    0.557738   -1.448433   -0.443654    0.671406    0.243918   -0.632931   -1.043203   -1.115005    1.944294    0.980564    0.137490    0.600297    0.170839
 
 Iteration   Func-count     min f(x)         Procedure
     0            1          10746.1         
     1           14          10746.1         initial simplex
     2           16          8178.81         expand
     3           17          8178.81         reflect
     4           18          8178.81         reflect
     5           19          8178.81         reflect
     6           20          8178.81         reflect
     7           21          8178.81         reflect
     8           22          8178.81         reflect
     9           23          8178.81         reflect
    10           24          8178.81         reflect
    11           25          8178.81         reflect
    12           26          8178.81         reflect
    13           27          8178.81         reflect
    14           28          8178.81         reflect
    15           29          8178.81         reflect
    16           30          8178.81         reflect
    17           31          8178.81         reflect
    18           33          7566.93         expand
    19           34          7566.93         reflect
    20           35          7566.93         reflect
    21           37          5360.87         expand
    22           38          5360.87         reflect
    23           39          5360.87         reflect
    24           40          5360.87         reflect
    25           41          5360.87         reflect
    26           42          5360.87         reflect
    27           44          4215.15         expand
    28           45          4215.15         reflect
    29           46          4215.15         reflect
    30           47          4215.15         reflect
    31           49          3235.16         expand
    32           50          3235.16         reflect
    33           51          3235.16         reflect
    34           52          3235.16         reflect
    35           53          3235.16         reflect
    36           54          3235.16         reflect
    37           56          2353.88         expand
    38           57          2353.88         reflect
    39           58          2353.88         reflect
    40           59          2353.88         reflect
    41           61          1545.29         expand
    42           62          1545.29         reflect
    43           63          1545.29         reflect
    44           65          1127.13         expand
    45           66          1127.13         reflect
    46           67          1127.13         reflect
    47           68          1127.13         reflect
    48           69          1127.13         reflect
    49           71          908.648         expand
    50           72          908.648         reflect
    51           73          908.648         reflect
    52           74          908.648         reflect
    53           76          871.956         reflect
    54           77          871.956         reflect
    55           78          871.956         reflect
    56           79          871.956         reflect
    57           80          871.956         reflect
    58           81          871.956         reflect
    59           83          871.956         contract inside
    60           85          871.956         contract inside
    61           87          871.956         contract inside
    62           89          871.956         contract outside
    63           91          871.956         contract inside
    64           92          871.956         reflect
    65           94          871.956         contract inside
    66           96          871.956         contract inside
    67           98          871.956         contract inside
    68          100          871.956         contract inside
    69          102          871.956         contract inside
    70          104          871.956         contract inside
    71          106          871.956         contract inside
    72          107          871.956         reflect
    73          109          871.956         contract inside
    74          111          871.956         contract inside
    75          113          871.956         contract inside
    76          114          871.956         reflect
    77          115          871.956         reflect
    78          116          871.956         reflect
    79          118          871.956         contract outside
    80          120          871.956         contract inside
    81          122          871.956         contract inside
    82          123          871.956         reflect
    83          125          871.956         contract inside
    84          126          871.956         reflect
    85          127          871.956         reflect
    86          128          871.956         reflect
    87          129          871.956         reflect
    88          130          871.956         reflect
    89          131          871.956         reflect
    90          133           870.08         reflect
    91          134           870.08         reflect
    92          135           870.08         reflect
    93          137           870.08         contract inside
    94          139          868.387         expand
    95          141          868.387         contract inside
    96          142          868.387         reflect
    97          144          856.913         expand
    98          145          856.913         reflect
    99          146          856.913         reflect
   100          148          849.781         expand
   101          150          849.781         contract inside
   102          152           828.37         expand
   103          153           828.37         reflect
   104          154           828.37         reflect
   105          155           828.37         reflect
   106          157          808.164         expand
   107          158          808.164         reflect
   108          159          808.164         reflect
   109          161           765.98         expand
   110          162           765.98         reflect
   111          163           765.98         reflect
   112          164           765.98         reflect
   113          165           765.98         reflect
   114          166           765.98         reflect
   115          168          729.434         expand
   116          169          729.434         reflect
   117          171          729.434         contract outside
   118          172          729.434         reflect
   119          173          729.434         reflect
   120          174          729.434         reflect
   121          175          729.434         reflect
   122          177          685.695         expand
   123          178          685.695         reflect
   124          179          685.695         reflect
   125          181          646.735         expand
   126          182          646.735         reflect
   127          183          646.735         reflect
   128          185          584.577         expand
   129          186          584.577         reflect
   130          187          584.577         reflect
   131          188          584.577         reflect
   132          190          506.648         expand
   133          191          506.648         reflect
   134          192          506.648         reflect
   135          193          506.648         reflect
   136          194          506.648         reflect
   137          195          506.648         reflect
   138          196          506.648         reflect
   139          198          427.884         expand
   140          199          427.884         reflect
   141          200          427.884         reflect
   142          201          427.884         reflect
   143          203          332.529         expand
   144          204          332.529         reflect
   145          205          332.529         reflect
   146          206          332.529         reflect
   147          208          255.558         expand
   148          209          255.558         reflect
   149          210          255.558         reflect
   150          211          255.558         reflect
   151          212          255.558         reflect
   152          214          191.734         expand
   153          215          191.734         reflect
   154          216          191.734         reflect
   155          217          191.734         reflect
   156          218          191.734         reflect
   157          219          191.734         reflect
   158          220          191.734         reflect
   159          221          191.734         reflect
   160          222          191.734         reflect
   161          223          191.734         reflect
   162          224          191.734         reflect
   163          225          191.734         reflect
   164          227          191.734         contract inside
   165          228          191.734         reflect
   166          230          191.734         contract inside
   167          231          191.734         reflect
   168          233          191.734         contract inside
   169          235          191.734         contract inside
   170          236          191.734         reflect
   171          238          191.734         contract inside
   172          240          191.734         contract outside
   173          242          191.734         contract inside
   174          244           189.34         contract inside
   175          245           189.34         reflect
   176          246           189.34         reflect
   177          247           189.34         reflect
   178          249           189.34         contract inside
   179          251           189.34         contract inside
   180          253           189.34         contract inside
   181          255           189.34         contract inside
   182          256           189.34         reflect
   183          258           189.34         contract inside
   184          260          189.282         contract inside
   185          262          189.227         contract inside
   186          264          189.227         contract outside
   187          266          185.387         reflect
   188          268          185.387         contract inside
   189          270          185.387         contract inside
   190          271          185.387         reflect
   191          272          185.387         reflect
   192          273          185.387         reflect
   193          275          185.387         contract inside
   194          276          185.387         reflect
   195          277          185.387         reflect
   196          279          185.387         contract inside
   197          280          185.387         reflect
   198          282          185.387         contract inside
   199          284          185.387         contract inside
   200          286          185.387         contract inside
   201          288          185.387         contract inside
   202          290          185.387         contract inside
   203          291          185.387         reflect
   204          292          185.387         reflect
   205          294          184.741         reflect
   206          296          181.651         expand
   207          298          181.651         contract outside
   208          299          181.651         reflect
   209          300          181.651         reflect
   210          301          181.651         reflect
   211          302          181.651         reflect
   212          303          181.651         reflect
   213          304          181.651         reflect
   214          305          181.651         reflect
   215          306          181.651         reflect
   216          308          176.529         expand
   217          309          176.529         reflect
   218          311          176.529         contract inside
   219          312          176.529         reflect
   220          313          176.529         reflect
   221          314          176.529         reflect
   222          315          176.529         reflect
   223          316          176.529         reflect
   224          317          176.529         reflect
   225          319          174.734         expand
   226          320          174.734         reflect
   227          321          174.734         reflect
   228          323          170.833         expand
   229          324          170.833         reflect
   230          325          170.833         reflect
   231          327          166.575         expand
   232          328          166.575         reflect
   233          329          166.575         reflect
   234          330          166.575         reflect
   235          331          166.575         reflect
   236          333          161.527         expand
   237          334          161.527         reflect
   238          336          154.778         expand
   239          337          154.778         reflect
   240          338          154.778         reflect
   241          339          154.778         reflect
   242          340          154.778         reflect
   243          342          147.652         expand
   244          343          147.652         reflect
   245          344          147.652         reflect
   246          345          147.652         reflect
   247          347          142.816         expand
   248          348          142.816         reflect
   249          349          142.816         reflect
   250          350          142.816         reflect
   251          351          142.816         reflect
   252          353           131.02         expand
   253          354           131.02         reflect
   254          355           131.02         reflect
   255          356           131.02         reflect
   256          358          126.346         expand
   257          360          120.031         expand
   258          361          120.031         reflect
   259          362          120.031         reflect
   260          363          120.031         reflect
   261          364          120.031         reflect
   262          366          115.643         expand
   263          367          115.643         reflect
   264          368          115.643         reflect
   265          369          115.643         reflect
   266          370          115.643         reflect
   267          371          115.643         reflect
   268          372          115.643         reflect
   269          373          115.643         reflect
   270          374          115.643         reflect
   271          375          115.643         reflect
   272          376          115.643         reflect
   273          378          115.643         contract inside
   274          379          115.643         reflect
   275          380          115.643         reflect
   276          382          115.643         contract inside
   277          384          115.643         contract inside
   278          385          115.643         reflect
   279          387          115.643         contract inside
   280          389          115.643         contract inside
   281          391          115.643         contract inside
   282          393          115.643         contract inside
